ID,Length (cm),Breadth (cm),Depth (cm),Volume (cm³),Confidence
1,5.775,5.32,1.96714697265625,60.43665644091798,0.5508807897567749
2,6.265000000000001,6.195,1.8347266845703125,71.2088157953705,0.38340815901756287
