ID,Length (cm),Breadth (cm),Depth (cm),Volume (cm³),Confidence
1,2.765,2.0650000000000004,1.9917198486328125,11.372172612734989,0.9303862452507019
2,3.0450000000000004,1.9600000000000002,1.576873779296875,9.411098089599612,0.2800235450267792
