ID,Length (cm),Breadth (cm),Depth (cm),Volume (cm³),Confidence
1,3.8850000000000002,2.5200000000000005,2.182664794921875,21.368724875244144,0.8560158610343933
2,3.325,2.87,1.5564039306640625,14.852373609344484,0.7956764698028564
3,1.8550000000000002,1.155,0.8440337524414062,1.8083634154495243,0.28548264503479004
