ID,Length (cm),Breadth (cm),Depth (cm),Volume (cm³),Confidence
1,5.670000000000001,2.415,2.296478515625,31.445795138378912,0.7902958393096924
2,1.9250000000000003,1.3650000000000002,1.4326038818359375,3.7643457750091565,0.2783496081829071
3,3.99,2.2750000000000004,2.257059326171875,20.487891768493657,0.27046746015548706
